first_id|second_id|relationship
0|180|HAS_GENRE
0|179|HAS_GENRE
0|177|HAS_GENRE
9|177|HAS_GENRE
9|180|HAS_GENRE
10|179|HAS_GENRE
10|180|HAS_GENRE
10|177|HAS_GENRE
11|183|HAS_GENRE
11|182|HAS_GENRE
11|181|HAS_GENRE
15|183|HAS_GENRE
15|182|HAS_GENRE
15|181|HAS_GENRE
15|184|HAS_GENRE
29|181|HAS_GENRE
29|180|HAS_GENRE
29|189|HAS_GENRE
37|193|HAS_GENRE
37|189|HAS_GENRE
37|181|HAS_GENRE
37|188|HAS_GENRE
46|181|HAS_GENRE
46|179|HAS_GENRE
52|189|HAS_GENRE
52|181|HAS_GENRE
52|188|HAS_GENRE
56|189|HAS_GENRE
56|190|HAS_GENRE
56|181|HAS_GENRE
62|183|HAS_GENRE
62|189|HAS_GENRE
62|182|HAS_GENRE
62|181|HAS_GENRE
67|189|HAS_GENRE
67|181|HAS_GENRE
67|188|HAS_GENRE
73|189|HAS_GENRE
73|181|HAS_GENRE
73|188|HAS_GENRE
78|189|HAS_GENRE
78|188|HAS_GENRE
81|189|HAS_GENRE
81|181|HAS_GENRE
81|188|HAS_GENRE
85|191|HAS_GENRE
85|181|HAS_GENRE
85|188|HAS_GENRE
87|193|HAS_GENRE
87|188|HAS_GENRE
92|187|HAS_GENRE
92|181|HAS_GENRE
92|186|HAS_GENRE
92|179|HAS_GENRE
95|188|HAS_GENRE
97|194|HAS_GENRE
100|177|HAS_GENRE
100|180|HAS_GENRE
105|177|HAS_GENRE
105|181|HAS_GENRE
105|179|HAS_GENRE
111|183|HAS_GENRE
111|182|HAS_GENRE
116|183|HAS_GENRE
116|177|HAS_GENRE
116|180|HAS_GENRE
121|193|HAS_GENRE
121|192|HAS_GENRE
121|180|HAS_GENRE
128|183|HAS_GENRE
128|184|HAS_GENRE
128|180|HAS_GENRE
130|182|HAS_GENRE
130|190|HAS_GENRE
130|181|HAS_GENRE
130|184|HAS_GENRE
137|185|HAS_GENRE
137|181|HAS_GENRE
141|181|HAS_GENRE
141|184|HAS_GENRE
141|186|HAS_GENRE
144|185|HAS_GENRE
144|181|HAS_GENRE
144|179|HAS_GENRE
147|183|HAS_GENRE
147|181|HAS_GENRE
147|179|HAS_GENRE
147|180|HAS_GENRE
150|181|HAS_GENRE
150|179|HAS_GENRE
152|181|HAS_GENRE
154|189|HAS_GENRE
154|188|HAS_GENRE
157|177|HAS_GENRE
157|189|HAS_GENRE
157|190|HAS_GENRE
157|181|HAS_GENRE
159|185|HAS_GENRE
159|181|HAS_GENRE
159|188|HAS_GENRE
159|186|HAS_GENRE
161|190|HAS_GENRE
161|192|HAS_GENRE
161|179|HAS_GENRE
161|195|HAS_GENRE
162|193|HAS_GENRE
162|181|HAS_GENRE
162|188|HAS_GENRE
178|177|HAS_GENRE
345845|177|HAS_GENRE
345845|179|HAS_GENRE
345845|180|HAS_GENRE
414786|177|HAS_GENRE
414786|179|HAS_GENRE
414786|180|HAS_GENRE
414927|177|HAS_GENRE
414927|179|HAS_GENRE
414927|180|HAS_GENRE
414934|190|HAS_GENRE
414934|179|HAS_GENRE
414934|180|HAS_GENRE
414970|190|HAS_GENRE
414970|179|HAS_GENRE
415121|189|HAS_GENRE
415121|181|HAS_GENRE
415121|188|HAS_GENRE
415167|177|HAS_GENRE
415167|190|HAS_GENRE
415167|179|HAS_GENRE
415167|180|HAS_GENRE
415190|183|HAS_GENRE
415190|177|HAS_GENRE
415190|190|HAS_GENRE
415190|179|HAS_GENRE
415190|180|HAS_GENRE
415218|183|HAS_GENRE
415218|177|HAS_GENRE
415218|190|HAS_GENRE
415218|179|HAS_GENRE
415218|180|HAS_GENRE
415236|177|HAS_GENRE
415236|179|HAS_GENRE
415236|180|HAS_GENRE
415567|183|HAS_GENRE
415567|177|HAS_GENRE
415567|179|HAS_GENRE
415591|183|HAS_GENRE
415591|177|HAS_GENRE
415591|179|HAS_GENRE
415591|180|HAS_GENRE
415598|183|HAS_GENRE
415598|177|HAS_GENRE
415598|415608|HAS_GENRE
415598|181|HAS_GENRE
415598|180|HAS_GENRE
415611|183|HAS_GENRE
415611|184|HAS_GENRE
415611|180|HAS_GENRE
415628|183|HAS_GENRE
415628|184|HAS_GENRE
415643|188|HAS_GENRE
415643|180|HAS_GENRE
415662|190|HAS_GENRE
415662|179|HAS_GENRE
415662|180|HAS_GENRE
415687|190|HAS_GENRE
415687|179|HAS_GENRE
415687|180|HAS_GENRE
416138|189|HAS_GENRE
416138|181|HAS_GENRE
416164|183|HAS_GENRE
416164|179|HAS_GENRE
416164|180|HAS_GENRE
416252|183|HAS_GENRE
416252|177|HAS_GENRE
416252|190|HAS_GENRE
416252|180|HAS_GENRE
416320|190|HAS_GENRE
416320|179|HAS_GENRE
416320|180|HAS_GENRE
416376|184|HAS_GENRE
416376|188|HAS_GENRE
416376|180|HAS_GENRE
416492|189|HAS_GENRE
416492|177|HAS_GENRE
416492|181|HAS_GENRE
416512|189|HAS_GENRE
416512|181|HAS_GENRE
416598|182|HAS_GENRE
416598|190|HAS_GENRE
416598|181|HAS_GENRE
